LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,HouseAge,RemodAge,GarageAge,MoSold_sin,MoSold_cos
4.2626798770413155,9.32375833901174,3,2,5,5,0.0,3,3,3,3,1,3,6.810142450115136,1,0.0,4.90527477843843,6.947937068614969,5,1,4.0,6.947937068614969,0.0,0.0,6.947937068614969,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0,1,1.0,5.953243334287785,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,43,43,43.0,0.8660254037844386,0.5000000000000001
4.454347296253507,9.386392315756542,2,2,9,5,5.659482215759621,5,3,5,3,1,6,6.906754778648554,1,0.0,5.181783550292085,7.069874128458572,5,1,4.0,7.075808863978387,7.04141166379481,0.0,7.751475318021456,1.0,0.0,3,0,4,1,5.0,11,7.0,2,4,3,3.0,6.602587892189336,3,3,1.0,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,0,0,0.0,2006,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1,0,1.0,-0.4999999999999997,-0.8660254037844388
4.290459441148391,9.470317173335742,1,2,5,6,0.0,3,3,3,3,1,5,6.6039438246004725,1,0.0,5.170483995038151,6.816735880594968,3,1,4.0,6.816735880594968,0.0,0.0,6.816735880594968,1.0,0.0,1,0,2,1,3.0,4,7.0,0,0,1,1.0,5.8664680569332965,3,3,1.0,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0,0,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,46,46,46.0,-1.0,-1.8369701987210297e-16
4.5217885770490405,9.273596821611198,2,2,7,5,5.726847747587197,4,3,4,3,3,1,0.0,1,0.0,7.3098814858247865,7.3098814858247865,5,1,4.0,7.3098814858247865,0.0,0.0,7.3098814858247865,0.0,0.0,2,0,3,1,4.0,7,7.0,1,4,2,3.0,6.734591659972948,3,3,1.0,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0,0,0.0,2007,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1,0,1.0,-0.8660254037844385,-0.5000000000000004
4.30406509320417,9.298442820197728,2,2,6,5,5.3612921657094255,3,3,3,3,1,4,6.598509028614515,1,0.0,6.255750041753367,7.134093721192866,3,1,4.0,7.134093721192866,0.0,0.0,7.134093721192866,1.0,0.0,1,1,2,1,3.0,5,7.0,1,2,2,1.0,5.8664680569332965,3,3,1.0,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,0,2,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,48,48,48.0,0.49999999999999994,-0.8660254037844387
3.9512437185814275,8.71948076085107,3,2,7,8,0.0,3,3,3,3,1,1,0.0,1,0.0,6.725033642166843,6.725033642166843,5,1,3.0,6.75110146893676,0.0,0.0,6.75110146893676,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0,1,2.0,6.3578422665081,3,3,1.0,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0,4,0.0,2007,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,78,6,16.0,-0.4999999999999997,-0.8660254037844388
4.30406509320417,9.32741204356202,2,2,6,7,5.198497031265826,3,3,3,3,1,5,6.361302477572996,1,0.0,6.056784013228625,6.912742820493176,5,1,4.0,6.912742820493176,0.0,0.0,6.912742820493176,1.0,0.0,1,0,2,1,3.0,5,7.0,1,3,3,2.0,6.175867270105761,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.55250788703459,2010,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,40,40,40.0,1.0,6.123233995736766e-17
4.290459441148391,9.286560397887591,3,2,4,5,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1,4.0,7.167809184316444,0.0,0.0,7.167809184316444,0.0,0.0,2,0,2,2,3.0,6,7.0,0,0,1,2.0,6.248042874508429,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.2166061010848646,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,39,39,39.0,-0.8660254037844386,0.5000000000000001
4.204692619390966,9.524859098381523,3,2,5,5,0.0,3,3,3,3,1,6,6.472346294500901,1,0.0,6.150602768446279,7.016609683894219,5,1,4.0,7.016609683894219,0.0,0.0,7.016609683894219,1.0,0.0,1,1,3,1,4.0,6,7.0,0,0,1,2.0,6.3578422665081,3,3,1.0,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0,0,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,4,4,4.0,1.2246467991473532e-16,-1.0
4.2626798770413155,8.93075873555827,3,2,5,6,0.0,3,3,3,3,1,2,6.22455842927536,1,0.0,6.26530121273771,6.937314081223682,3,1,4.0,7.200424892944957,0.0,0.0,7.200424892944957,0.0,0.0,1,0,3,1,3.0,6,6.0,0,0,1,1.0,5.68697535633982,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,2009,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,51,44,51.0,0.49999999999999994,-0.8660254037844387
4.624972813284271,9.562123369834488,2,2,8,5,5.942799375126701,4,3,5,3,3,1,0.0,1,0.0,7.055312843339752,7.055312843339752,5,1,4.0,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0.0,0.0,3,1,4,1,4.0,9,7.0,1,4,2,3.0,6.74993119378857,3,3,1.0,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0,0,0.0,2006,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1,0,1.0,-0.5000000000000004,0.8660254037844384
4.060443010546419,8.915969311373605,3,2,7,7,0.0,3,3,3,3,1,1,0.0,1,0.0,6.45833828334479,6.45833828334479,5,1,2.0,7.011213987350367,0.0,0.0,7.011213987350367,0.0,0.0,1,0,3,1,4.0,6,7.0,1,4,1,1.0,5.638354669333745,3,3,0.0,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0,4,0.0,2007,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,77,57,77.0,1.2246467991473532e-16,-1.0
4.330733340286331,9.184304357425342,3,2,8,5,5.641907070938114,4,3,4,3,1,1,0.0,1,0.0,7.48324441607385,7.48324441607385,5,1,4.0,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,2,0,3,1,4.0,7,7.0,1,4,2,2.0,6.282266746896006,3,3,1.0,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0,0,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,6,6,6.0,-1.0,-1.8369701987210297e-16
3.8066624897703196,8.348774539791274,3,2,5,7,0.0,3,3,4,3,1,6,6.734591659972948,1,0.0,5.303304908059076,6.947937068614969,3,1,4.0,6.966967138613983,0.0,0.0,6.966967138613983,1.0,0.0,1,0,3,1,3.0,6,7.0,1,3,1,2.0,6.35088571671474,3,3,1.0,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0,0,0.0,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,31,31,31.0,1.2246467991473532e-16,-1.0
4.290459441148391,9.017604776833355,2,2,5,8,0.0,3,4,3,3,2,3,5.241747015059643,5,6.505784060128229,5.3230099791384085,6.966967138613983,5,1,4.0,6.966967138613983,0.0,0.0,6.966967138613983,1.0,0.0,1,0,3,1,4.0,6,7.0,1,3,1,1.0,5.602118820879701,3,3,1.0,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0,3,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,42,9,42.0,0.49999999999999994,-0.8660254037844387
4.709530201312334,9.56317796268366,3,2,8,5,6.46302945692067,4,3,4,3,1,1,0.0,1,0.0,7.356918242356021,7.356918242356021,5,1,4.0,7.3783837129967145,0.0,0.0,7.3783837129967145,0.0,0.0,2,0,3,1,4.0,7,7.0,1,4,2,3.0,6.792344427470809,3,3,1.0,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0,0,0.0,2009,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,2,2,2.0,-0.4999999999999997,-0.8660254037844388
4.110873864173311,8.881975184248867,3,2,5,7,0.0,3,3,3,3,2,4,5.459585514144159,3,6.18826412308259,5.198497031265826,6.803505257608338,3,1,4.0,6.803505257608338,0.0,0.0,6.803505257608338,0.0,1.0,1,0,3,1,4.0,5,7.0,0,0,1,2.0,6.3578422665081,3,3,1.0,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0,0,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,59,10,5.0,0.49999999999999994,-0.8660254037844387
4.59511985013459,9.348274558065496,3,2,8,5,5.303304908059076,4,3,5,3,1,6,7.105786129481271,1,0.0,6.18826412308259,7.4413203897176174,5,1,4.0,7.4413203897176174,0.0,0.0,7.4413203897176174,1.0,0.0,2,0,3,1,4.0,7,7.0,1,4,2,3.0,6.650279048587422,3,3,1.0,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0,0,0.0,2010,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3,2,2.0,0.49999999999999994,-0.8660254037844387
3.871201010907891,9.700269170029188,2,2,5,6,0.0,3,3,3,3,4,4,7.15305163493748,1,0.0,5.337538079701318,7.3031700512368,3,1,4.0,7.3783837129967145,0.0,0.0,7.3783837129967145,1.0,0.0,1,0,2,1,3.0,6,7.0,2,4,2,1.0,5.768320995793772,3,3,1.0,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,0,0,0.0,2006,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,49,9,49.0,-2.4492935982947064e-16,1.0
4.110873864173311,8.752265313595721,2,2,4,6,0.0,3,3,3,3,1,1,0.0,1,0.0,6.255750041753367,6.255750041753367,2,0,4.0,6.255750041753367,0.0,0.0,6.255750041753367,0.0,0.0,1,0,1,1,2.0,4,7.0,0,0,1,1.0,5.484796933490655,2,3,1.0,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0,0,0.0,2008,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,81,58,88.0,0.49999999999999994,-0.8660254037844387
3.9318256327243257,9.04793908261736,3,2,4,4,0.0,3,2,3,3,1,1,0.0,1,0.0,6.476972362889683,6.476972362889683,3,0,4.0,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0,1,1.0,5.5254529391317835,3,2,0.0,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0,3,0.0,2008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,88,58,88.0,-0.4999999999999997,-0.8660254037844388
4.290459441148391,9.053101595549691,2,2,5,6,0.0,3,3,3,3,1,1,0.0,1,0.0,7.113956109566034,7.113956109566034,4,1,4.0,7.113956109566034,0.0,0.0,7.113956109566034,0.0,0.0,1,1,3,1,4.0,6,7.0,0,0,1,1.0,5.605802066295998,3,3,1.0,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0,3,0.0,2008,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,42,2,42.0,1.2246467991473532e-16,-1.0
